case_id,activity,event_timestamp,actor,case_attributes
FT-COM-2025-00118,Conduct RM Welcome & Handoff,2025-07-15 23:46:07,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00119,Submit Commercial Application,2025-07-11 14:30:08,Corporate Client,entity_type=LLC;outcome=abandoned
FT-COM-2025-00120,Submit Commercial Application,2025-07-14 02:33:33,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00120,Conduct RM Welcome & Handoff,2025-07-19 12:33:33,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00121,Submit Commercial Application,2025-07-12 02:37:11,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00121,Conduct RM Welcome & Handoff,2025-07-16 03:37:11,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00122,Submit Commercial Application,2025-07-13 10:58:55,Corporate Client,entity_type=LLC;outcome=abandoned
FT-COM-2025-00123,Submit Commercial Application,2025-07-15 09:05:52,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00123,Conduct RM Welcome & Handoff,2025-07-21 19:05:52,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00124,Submit Commercial Application,2025-07-14 15:13:45,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00124,Conduct RM Welcome & Handoff,2025-07-19 06:13:45,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00125,Submit Commercial Application,2025-07-16 20:41:02,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00125,Conduct RM Welcome & Handoff,2025-07-21 17:41:02,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00126,Submit Commercial Application,2025-07-14 18:52:00,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00126,Conduct RM Welcome & Handoff,2025-07-20 21:52:00,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00127,Submit Commercial Application,2025-07-17 18:16:21,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00127,Conduct RM Welcome & Handoff,2025-07-24 09:16:21,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00128,Submit Commercial Application,2025-07-16 17:33:28,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00128,Conduct RM Welcome & Handoff,2025-07-24 00:33:28,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00129,Submit Commercial Application,2025-07-19 07:20:00,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00129,Conduct RM Welcome & Handoff,2025-07-31 15:20:00,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00130,Submit Commercial Application,2025-07-19 05:56:27,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00130,Conduct RM Welcome & Handoff,2025-08-02 14:56:27,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00131,Submit Commercial Application,2025-07-20 09:45:16,Corporate Client,entity_type=LLC;outcome=declined;decline_reason=industry_blocked
FT-COM-2025-00132,Submit Commercial Application,2025-07-19 04:59:56,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00132,Conduct RM Welcome & Handoff,2025-07-26 12:59:56,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00133,Submit Commercial Application,2025-07-20 02:44:40,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00133,Conduct RM Welcome & Handoff,2025-07-27 08:44:40,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00134,Submit Commercial Application,2025-07-21 00:49:27,Corporate Client,entity_type=LLC;outcome=abandoned
FT-COM-2025-00135,Submit Commercial Application,2025-07-21 18:46:30,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00135,Conduct RM Welcome & Handoff,2025-08-04 22:46:30,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00136,Submit Commercial Application,2025-07-22 11:22:08,Corporate Client,entity_type=Corp;outcome=declined;decline_reason=credit_risk
FT-COM-2025-00137,Submit Commercial Application,2025-07-21 21:37:49,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00137,Conduct RM Welcome & Handoff,2025-07-28 01:37:49,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00138,Submit Commercial Application,2025-07-24 04:56:49,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00138,Conduct RM Welcome & Handoff,2025-07-28 03:56:49,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00139,Submit Commercial Application,2025-07-24 07:14:43,Corporate Client,entity_type=Corp;outcome=declined;decline_reason=edd_failed
FT-COM-2025-00140,Submit Commercial Application,2025-07-25 19:52:44,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00140,Conduct RM Welcome & Handoff,2025-08-01 15:52:44,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00141,Submit Commercial Application,2025-07-24 18:54:33,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00141,Conduct RM Welcome & Handoff,2025-07-29 08:54:33,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00142,Submit Commercial Application,2025-07-26 22:13:06,Corporate Client,entity_type=Corp;outcome=declined;decline_reason=industry_blocked
FT-COM-2025-00143,Submit Commercial Application,2025-07-27 23:14:23,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00143,Conduct RM Welcome & Handoff,2025-08-12 05:14:23,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00144,Submit Commercial Application,2025-07-26 04:15:43,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00144,Conduct RM Welcome & Handoff,2025-08-12 20:15:43,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00145,Submit Commercial Application,2025-07-29 00:52:37,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00145,Conduct RM Welcome & Handoff,2025-08-05 12:52:37,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00146,Submit Commercial Application,2025-07-28 22:02:33,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00146,Conduct RM Welcome & Handoff,2025-08-05 22:02:33,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00147,Submit Commercial Application,2025-07-27 20:56:03,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00147,Conduct RM Welcome & Handoff,2025-08-02 18:56:03,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00148,Submit Commercial Application,2025-07-28 04:02:48,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00148,Conduct RM Welcome & Handoff,2025-08-04 07:02:48,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00149,Submit Commercial Application,2025-07-30 05:23:18,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00149,Conduct RM Welcome & Handoff,2025-08-05 20:23:18,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00150,Submit Commercial Application,2025-07-31 13:57:36,Corporate Client,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00150,Conduct RM Welcome & Handoff,2025-08-14 18:57:36,Relationship Manager,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00151,Submit Commercial Application,2025-07-31 11:55:52,Corporate Client,entity_type=Corp;outcome=abandoned
FT-COM-2025-00152,Submit Commercial Application,2025-08-02 11:21:07,Corporate Client,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00152,Conduct RM Welcome & Handoff,2025-08-12 21:21:07,Relationship Manager,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00153,Submit Commercial Application,2025-08-01 18:58:12,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00153,Conduct RM Welcome & Handoff,2025-08-06 21:58:12,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00154,Submit Commercial Application,2025-08-02 19:02:01,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00154,Conduct RM Welcome & Handoff,2025-08-11 15:02:01,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00155,Submit Commercial Application,2025-08-02 08:13:20,Corporate Client,entity_type=Corp;outcome=declined;decline_reason=industry_blocked
FT-COM-2025-00156,Submit Commercial Application,2025-08-04 03:20:30,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00156,Conduct RM Welcome & Handoff,2025-08-09 22:20:30,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00157,Submit Commercial Application,2025-08-03 12:12:00,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00157,Conduct RM Welcome & Handoff,2025-08-12 17:12:00,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00158,Submit Commercial Application,2025-08-04 07:05:13,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00158,Conduct RM Welcome & Handoff,2025-08-10 13:05:13,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00159,Submit Commercial Application,2025-08-05 09:35:25,Corporate Client,entity_type=LLC;outcome=abandoned
FT-COM-2025-00160,Submit Commercial Application,2025-08-06 20:45:54,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00160,Conduct RM Welcome & Handoff,2025-08-14 15:45:54,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00161,Submit Commercial Application,2025-08-05 20:06:19,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00161,Conduct RM Welcome & Handoff,2025-08-09 17:06:19,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00162,Submit Commercial Application,2025-08-06 09:26:50,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00162,Conduct RM Welcome & Handoff,2025-08-12 17:26:50,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00163,Submit Commercial Application,2025-08-08 06:42:05,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00163,Conduct RM Welcome & Handoff,2025-08-15 13:42:05,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00164,Submit Commercial Application,2025-08-06 21:21:53,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00164,Conduct RM Welcome & Handoff,2025-08-12 02:21:53,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00165,Submit Commercial Application,2025-08-09 00:26:18,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00165,Conduct RM Welcome & Handoff,2025-08-14 14:26:18,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00166,Submit Commercial Application,2025-08-10 23:04:11,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00166,Conduct RM Welcome & Handoff,2025-08-17 16:04:11,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00167,Submit Commercial Application,2025-08-09 01:38:20,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00167,Conduct RM Welcome & Handoff,2025-08-15 23:38:20,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00168,Submit Commercial Application,2025-08-10 13:42:46,Corporate Client,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00168,Conduct RM Welcome & Handoff,2025-08-24 22:42:46,Relationship Manager,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00169,Submit Commercial Application,2025-08-10 11:19:59,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00169,Conduct RM Welcome & Handoff,2025-08-15 20:19:59,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00170,Submit Commercial Application,2025-08-11 23:25:09,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00170,Conduct RM Welcome & Handoff,2025-08-27 16:25:09,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00171,Submit Commercial Application,2025-08-12 08:30:03,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00171,Conduct RM Welcome & Handoff,2025-08-19 19:30:03,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00172,Submit Commercial Application,2025-08-12 21:04:53,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00172,Conduct RM Welcome & Handoff,2025-08-19 02:04:53,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00173,Submit Commercial Application,2025-08-14 19:57:39,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00173,Conduct RM Welcome & Handoff,2025-08-20 03:57:39,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00174,Submit Commercial Application,2025-08-13 21:19:44,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00174,Conduct RM Welcome & Handoff,2025-08-20 11:19:44,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00175,Submit Commercial Application,2025-08-14 22:06:10,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00175,Conduct RM Welcome & Handoff,2025-08-21 04:06:10,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00176,Submit Commercial Application,2025-08-14 04:16:21,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00176,Conduct RM Welcome & Handoff,2025-08-18 17:16:21,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00177,Submit Commercial Application,2025-08-17 03:35:38,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00177,Conduct RM Welcome & Handoff,2025-08-23 07:35:38,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00178,Submit Commercial Application,2025-08-16 21:33:28,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00178,Conduct RM Welcome & Handoff,2025-08-20 15:33:28,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00179,Submit Commercial Application,2025-08-18 17:04:32,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00179,Conduct RM Welcome & Handoff,2025-08-25 06:04:32,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00180,Submit Commercial Application,2025-08-16 15:02:30,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00180,Conduct RM Welcome & Handoff,2025-08-26 14:02:30,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00181,Submit Commercial Application,2025-08-19 19:36:54,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00181,Conduct RM Welcome & Handoff,2025-08-27 16:36:54,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00182,Submit Commercial Application,2025-08-17 22:44:51,Corporate Client,entity_type=LLC;outcome=declined;decline_reason=edd_failed
FT-COM-2025-00183,Submit Commercial Application,2025-08-19 21:15:14,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00183,Conduct RM Welcome & Handoff,2025-08-25 11:15:14,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00184,Submit Commercial Application,2025-08-19 17:03:07,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00184,Conduct RM Welcome & Handoff,2025-08-23 18:03:07,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00185,Submit Commercial Application,2025-08-22 05:28:57,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00185,Conduct RM Welcome & Handoff,2025-08-28 11:28:57,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00186,Submit Commercial Application,2025-08-21 08:24:48,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00186,Conduct RM Welcome & Handoff,2025-09-06 07:24:48,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00187,Submit Commercial Application,2025-08-21 10:31:09,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00187,Conduct RM Welcome & Handoff,2025-08-28 09:31:09,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00188,Submit Commercial Application,2025-08-21 12:56:55,Corporate Client,entity_type=LLC;outcome=declined;decline_reason=credit_risk
FT-COM-2025-00189,Submit Commercial Application,2025-08-22 11:04:53,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00189,Conduct RM Welcome & Handoff,2025-08-31 05:04:53,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00190,Submit Commercial Application,2025-08-23 13:24:37,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00190,Conduct RM Welcome & Handoff,2025-08-29 17:24:37,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00191,Submit Commercial Application,2025-08-24 02:15:54,Corporate Client,entity_type=LLC;outcome=declined;decline_reason=credit_risk
FT-COM-2025-00192,Submit Commercial Application,2025-08-24 12:13:07,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00192,Conduct RM Welcome & Handoff,2025-08-30 13:13:07,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00193,Submit Commercial Application,2025-08-24 16:09:17,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00193,Conduct RM Welcome & Handoff,2025-08-30 02:09:17,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00194,Submit Commercial Application,2025-08-27 12:09:36,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00194,Conduct RM Welcome & Handoff,2025-09-01 23:09:36,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00195,Submit Commercial Application,2025-08-25 23:48:49,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00195,Conduct RM Welcome & Handoff,2025-09-02 15:48:49,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00196,Submit Commercial Application,2025-08-28 08:29:09,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00196,Conduct RM Welcome & Handoff,2025-09-03 00:29:09,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00197,Submit Commercial Application,2025-08-27 02:44:30,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00197,Conduct RM Welcome & Handoff,2025-09-01 07:44:30,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00198,Submit Commercial Application,2025-08-30 07:23:14,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00198,Conduct RM Welcome & Handoff,2025-09-05 04:23:14,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00199,Submit Commercial Application,2025-08-31 02:44:04,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00199,Conduct RM Welcome & Handoff,2025-09-05 16:44:04,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00200,Submit Commercial Application,2025-08-30 16:51:57,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00200,Conduct RM Welcome & Handoff,2025-09-04 20:51:57,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00201,Submit Commercial Application,2025-08-31 03:27:20,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00201,Conduct RM Welcome & Handoff,2025-09-04 15:27:20,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00202,Submit Commercial Application,2025-08-30 15:27:21,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00202,Conduct RM Welcome & Handoff,2025-09-07 14:27:21,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00203,Submit Commercial Application,2025-09-01 22:52:41,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00203,Conduct RM Welcome & Handoff,2025-09-06 08:52:41,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00204,Submit Commercial Application,2025-08-31 17:27:09,Corporate Client,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00204,Conduct RM Welcome & Handoff,2025-09-12 13:27:09,Relationship Manager,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00205,Submit Commercial Application,2025-09-01 03:53:41,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00205,Conduct RM Welcome & Handoff,2025-09-09 20:53:41,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00206,Submit Commercial Application,2025-09-02 11:08:39,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00206,Conduct RM Welcome & Handoff,2025-09-11 08:08:39,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00207,Submit Commercial Application,2025-09-03 21:41:57,Corporate Client,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00207,Conduct RM Welcome & Handoff,2025-09-15 12:41:57,Relationship Manager,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00208,Submit Commercial Application,2025-09-05 12:30:13,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00208,Conduct RM Welcome & Handoff,2025-09-13 05:30:13,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00209,Submit Commercial Application,2025-09-04 23:13:57,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00209,Conduct RM Welcome & Handoff,2025-09-10 16:13:57,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00210,Submit Commercial Application,2025-09-06 07:00:04,Corporate Client,entity_type=LLC;outcome=declined;decline_reason=credit_risk
FT-COM-2025-00211,Submit Commercial Application,2025-09-04 12:33:36,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00211,Conduct RM Welcome & Handoff,2025-09-10 01:33:36,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00212,Submit Commercial Application,2025-09-06 18:10:30,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00212,Conduct RM Welcome & Handoff,2025-09-13 04:10:30,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00213,Submit Commercial Application,2025-09-06 14:15:23,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00213,Conduct RM Welcome & Handoff,2025-09-13 05:15:23,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00214,Submit Commercial Application,2025-09-08 18:10:40,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00214,Conduct RM Welcome & Handoff,2025-09-13 05:10:40,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00215,Submit Commercial Application,2025-09-06 21:19:24,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00215,Conduct RM Welcome & Handoff,2025-09-13 17:19:24,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00216,Submit Commercial Application,2025-09-10 08:19:55,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00216,Conduct RM Welcome & Handoff,2025-09-14 12:19:55,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00217,Submit Commercial Application,2025-09-10 21:33:17,Corporate Client,entity_type=Corp;outcome=declined;decline_reason=edd_failed
FT-COM-2025-00218,Submit Commercial Application,2025-09-08 17:35:31,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00218,Conduct RM Welcome & Handoff,2025-09-14 14:35:31,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00219,Submit Commercial Application,2025-09-09 23:58:02,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00219,Conduct RM Welcome & Handoff,2025-09-14 22:58:02,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00220,Submit Commercial Application,2025-09-11 19:15:07,Corporate Client,entity_type=Corp;outcome=declined;decline_reason=industry_blocked
FT-COM-2025-00221,Submit Commercial Application,2025-09-13 07:32:44,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00221,Conduct RM Welcome & Handoff,2025-09-18 12:32:44,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00222,Submit Commercial Application,2025-09-12 21:09:45,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00222,Conduct RM Welcome & Handoff,2025-09-25 08:09:45,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00223,Submit Commercial Application,2025-09-13 06:49:12,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00223,Conduct RM Welcome & Handoff,2025-09-19 12:49:12,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00224,Submit Commercial Application,2025-09-13 07:34:21,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00224,Conduct RM Welcome & Handoff,2025-09-18 17:34:21,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00225,Submit Commercial Application,2025-09-15 17:52:28,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00225,Conduct RM Welcome & Handoff,2025-09-19 12:52:28,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00226,Submit Commercial Application,2025-09-13 18:48:25,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00226,Conduct RM Welcome & Handoff,2025-09-21 02:48:25,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00227,Submit Commercial Application,2025-09-14 18:37:39,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00227,Conduct RM Welcome & Handoff,2025-09-19 07:37:39,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00228,Submit Commercial Application,2025-09-15 05:13:12,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00228,Conduct RM Welcome & Handoff,2025-09-20 20:13:12,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00229,Submit Commercial Application,2025-09-17 12:35:38,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00229,Conduct RM Welcome & Handoff,2025-09-23 14:35:38,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00230,Submit Commercial Application,2025-09-18 09:26:52,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00230,Conduct RM Welcome & Handoff,2025-09-24 08:26:52,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00231,Submit Commercial Application,2025-09-17 18:41:14,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00231,Conduct RM Welcome & Handoff,2025-09-26 12:41:14,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00232,Submit Commercial Application,2025-09-18 14:37:35,Corporate Client,entity_type=Corp;outcome=abandoned
FT-COM-2025-00233,Submit Commercial Application,2025-09-18 01:36:37,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00233,Conduct RM Welcome & Handoff,2025-09-25 14:36:37,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00234,Submit Commercial Application,2025-09-20 14:49:43,Corporate Client,entity_type=Corp;outcome=abandoned
FT-COM-2025-00235,Submit Commercial Application,2025-09-20 20:24:38,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00235,Conduct RM Welcome & Handoff,2025-09-26 18:24:38,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00236,Submit Commercial Application,2025-09-20 02:50:46,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00236,Conduct RM Welcome & Handoff,2025-09-27 06:50:46,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00237,Submit Commercial Application,2025-09-23 01:09:34,Corporate Client,entity_type=Partnership;outcome=approved
